# EntrezGeneId,ABAGeneSymbol
74998,Rab11fip2
75002,4930478A21Rik
75007,4930504E06Rik
75010,4930511M11Rik
75011,4930488N24Rik
75013,4930502E18Rik
75015,4930503B20Rik
75019,Rnase10
75029,Purg
75033,4930486G11Rik
75040,4930504H06Rik
75050,Kif27
75051,4930578N16Rik
75058,4930519H02Rik
75062,Sf3a3
75064,Cnbp2
75071,4930524N10Rik
75079,Zfp509
75083,Usp50
75085,4930519L02Rik
75087,4930505A04Rik
75089,E030041M21Rik
75097,4930524E20Rik
75098,4930515G13Rik
75099,Lysmd4
75101,4930506C02Rik
75104,Mmd2
75106,4930519F16Rik
75115,4930509E16Rik
75122,4930519B02Rik
75124,4930519N16Rik
75125,4930513O06Rik
75128,4930515B02Rik
75136,4930526H21Rik
75137,4930535B03Rik
75141,Rasd2
75146,4930538D17Rik
75156,Plb1
75161,4930544M13Rik
75171,4930543L23Rik
75173,4930544O15Rik
75178,4930528F23Rik
75180,4930538K18Rik
75185,4930542N07Rik
75188,1700009J07Rik
75196,4930532L20Rik
75202,4930546H06Rik
75209,Sv2c
75210,Prr3
75212,Rnf121
75216,4930534B04Rik
75219,Dusp18
75221,Dpp3
75234,Ibrdc3
75255,4930562F07Rik
75258,4930563M21Rik
75272,4930564B18Rik
75273,Pelp1
75275,4930563P21Rik
75276,Ppp1r1c
75281,4930548G14Rik
75283,4930556L07Rik
75284,4930556P03Rik
75287,4930550G17Rik
75288,Slc35f4
75291,Zbtb3
75292,Prkcn
75296,Fgfr1op
75300,4930548F15Rik
75302,Asxl2
75303,4930562A09Rik
75304,4930563E22Rik
75305,Ankrd53
75307,C130026I21Rik
75309,4930565D16Rik
75311,4930550C14Rik
75316,Josd3
75317,4930547N16Rik
75320,Etnk1
75322,4930557F10Rik
75328,4930563D23Rik
75329,Atf7ip2
75338,Ccdc83
75339,4930548G07Rik
75341,4930564C03Rik
75345,Slamf7
75351,4930553J12Rik
75352,4930550L24Rik
75359,4930555F03Rik
75370,4930563E18Rik
75373,4930597O21Rik
75379,4930599N23Rik
75387,Sirt4
75388,Boll
75389,4930597A21Rik
75396,Spp2
75398,Mrpl32
75400,Defb29
75404,1100001E04Rik
75406,Ndufs7
75409,Slitrk5
75410,Wbp7
75412,2610021A01Rik
75415,Arhgap12
75416,2610033H07Rik
75420,Secisbp2
75422,Mettl5
75423,Arl5a
75424,2610036F08Rik
75425,2610036D13Rik
75426,Igfbpl1
75429,3100002J23Rik
75430,3200002M19Rik
75434,1700001C02Rik
75437,1700006E09Rik
75438,1700001E04Rik
75439,Cypt12
75443,1700011M02Rik
75452,Ascc2
75453,1700008F21Rik
75454,Phpt1
75456,1700011K15Rik
75458,Cklf
75459,1700007E06Rik
75462,1700001C19Rik
75465,Dynlrb2
75467,1700011E24Rik
75469,Spata19
75470,Iqcf5
75471,1700009N14Rik
75472,1700009P17Rik
75475,Oplah
75477,Pfn3
75483,Cox8c
75485,1700010B08Rik
75495,1700010A17Rik
75497,1700008G05Rik
75500,1700010H22Rik
75502,Cmtm2b
75504,1700013F07Rik
75509,1700020N15Rik
75510,1700023D19Rik
75512,Gpx6
75514,1700013H16Rik
75518,1700024B05Rik
75521,1700021P04Rik
75524,1700018C11Rik
75526,Spinlw1
75528,1700018L24Rik
75531,1700025H01Rik
75533,Nme5
75538,1700021P22Rik
75540,Fpgt
75541,1700019G17Rik
75547,Akap13
75552,Paqr9
75553,Zc3h14
75555,1700020D05Rik
75556,1700026D08Rik
75560,Ep400
75563,Dnali1
75564,1700027N10Rik
75565,Ccdc101
75568,Capsl
75570,Nhej1
75571,Spata9
75572,Acyp2
75573,2310007L24Rik
75577,2310002L13Rik
75578,2310009E04Rik
75580,Zbtb4
75581,Yipf7
75590,Dusp9
75593,2410003K15Rik
75596,Prlpn
75597,Ndufa12l
75599,Pcdh1
75600,Calml4
75604,Tm4sf5
75605,Jarid1b
75607,Wnk2
75610,2010109A12Rik
75612,Gns
75613,Med25
75617,Rps25
75619,Fastkd2
75620,2810422J05Rik
75622,Spaca3
75623,1700029F09Rik
75624,Metap1
75625,Mageh1
75627,Snapc1
75641,1700029I15Rik
75642,1700020C07Rik
75645,1700011F14Rik
75646,Rai14
75647,1700025E21Rik
75656,1700020A23Rik
75659,Wdr54
75660,1810054G18Rik
75665,Ccdc64
75667,1700030E15Rik
75668,2210403B10Rik
75669,Pik3r4
75671,Tex22
75677,Cldn22
75678,Ippk
75685,2210411K11Rik
75686,Nudt16
75687,2310066E14Rik
75689,Higd1b
75690,2210412E05Rik
75691,Anks6
75695,2900002H16Rik
75698,3110001K24Rik
75705,Eif4b
75706,Krt24
75710,Rbm12
75712,Tmem14a
75717,Cul5
75718,4931403E03Rik
75721,4932414N04Rik
75723,Amotl1
75725,Phf14
75729,4933432B09Rik
75732,Iqcd
75734,5230400G24Rik
75735,Pank1
75736,Bcl2l12
75739,Mpp7
75740,6130401L20Rik
75744,6620401M08Rik
75746,Morc4
75747,Sesn3
75750,Slc10a6
75751,Ipo4
75753,Klf17
75757,9030605E16Rik
75758,9130401M01Rik
75761,9130022K13Rik
75763,4833418A01Rik
75764,Giyd2
75766,Tm7sf4
75767,Rab11fip1
75769,4833424O15Rik
75770,Brsk2
75772,Pnpla5
75773,4930403J07Rik
75775,4930402K13Rik
75777,4930401A09Rik
75778,Them4
75782,4930431B11Rik
75783,4930431F12Rik
75784,1700007G11Rik
75785,Klhl24
75786,Ckap5
75788,Smurf1
75796,Cdyl2
75799,4930444P10Rik
75801,Six6os1
75804,4930463O16Rik
75805,Nln
75811,4930500O09Rik
75812,Tasp1
75815,4930470H14Rik
75820,4930511H01Rik
75826,Senp2
75828,Hormad2
75829,4930534P07Rik
75841,Rnf139
75847,4930579E17Rik
75858,Speer7-ps1
75859,4930568D16Rik
75860,4930588N13Rik
75863,Clec4g
75869,Arl5b
75870,Tcam1
75879,4930589L23Rik
75881,4930579K19Rik
75886,4930583C14Rik
75894,Adal
75905,4930578C19Rik
75906,4930589M24Rik
75909,Tmem49
75911,4930580F03Rik
75914,Sec15l2
75920,4930588G17Rik
75937,4930594M17Rik
75939,4930579G24Rik
75942,4930584F24Rik
75953,Samd7
75956,Srrm2
75964,D030074E01Rik
75965,Zdhhc20
75973,5033413D22Rik
75974,Dock11
75977,5031425E22Rik
75980,5031434O11Rik
75985,Rab30
75986,Agmat
75991,5033405K12Rik
75995,5033417F24Rik
76002,5033428B15Rik
76003,5830403M04Rik
76007,Zmym2
76014,5830416A07Rik
76022,5830417I10Rik
76024,5830431A10Rik
76025,Cant1
76041,5830436D01Rik
76044,Luzp5
76051,Ganc
76055,Mgea5
76061,5830427D03Rik
76062,5830428M24Rik
76071,Jakmip1
76072,Rnf183
76073,Pcgf5
76074,5830443L24Rik
76080,5830472M02Rik
76088,Dock8
76089,Rapgef2
76100,5830454E08Rik
76108,Rap2a
76113,Lpo
76116,5830477G23Rik
76117,Arhgap15
76120,5830493J20Rik
76123,Gpsm2
76130,Las1l
76131,Depdc1a
76132,6230409E13Rik
76135,Depdc2
76137,6230416A05Rik
76138,6230424H07Rik
76142,Ppp1r14c
76156,6330503C03Rik
76157,Slc35d3
76161,6330527O06Rik
76166,6330545A04Rik
76167,6330548G22Rik
76178,6330578E17Rik
76179,Usp31
76183,Brunol6
76184,Abca6
76187,Adhfe1
76192,Abhd12
76199,Thrap2
76205,Stard3nl
76206,Gpr165
76217,Jakmip2
76219,6530401D17Rik
76222,6430590I03Rik
76223,Agbl3
76224,6530409C15Rik
76229,6430701C03Rik
76233,Dnttip1
76238,Grhpr
76246,Rtf1
76251,0610007P08Rik
76252,Atp6v0e2
76257,Slc38a3
76260,Ttc8
76261,0610040J01Rik
76263,Gstk1
76265,Tsen54
76267,Fads1
76273,Ndfip2
76281,Tax1bp3
76282,Gpt1
76293,Mfap4
76294,Asb5
76295,Atp11b
76299,Txndc4
76302,Pcnp
76303,Osbp
76308,Rab1b
76332,Cog2
76338,Rab2b
76357,Trmt5
76365,Tbx18
76366,2810012L14Rik
76367,Trp53rk
76373,2810409K11Rik
76375,Det1
76376,Slc24a2
76377,2810410L24Rik
76378,Ropn1
76380,Ccdc46
76386,1700010D01Rik
76389,Ankrd48
76390,1700012C15Rik
76397,4930455F16Rik
76399,Il31
76400,Pbp2
76405,1700018B08Rik
76406,1700019B03Rik
76407,Spag4l
76408,Abcc3
76409,1700025B11Rik
76411,1700019E19Rik
76412,1700019J19Rik
76413,1700016D06Rik
76415,Tmem162
76416,1700022C21Rik
76419,1700023L04Rik
76420,1700027A23Rik
76421,1700028K03Rik
76422,2310006M14Rik
76425,2310003C23Rik
76426,1700029J11Rik
76429,2310007H09Rik
76432,2310001H17Rik
76438,2310015N21Rik
76441,Daam2
76443,2310016D23Rik
76444,Krtap4-7
76448,2310014H01Rik
76453,Prss23
76454,Fbxo31
76455,2310067E19Rik
76457,2310042L06Rik
76459,Car12
76464,Casc5
76467,Msrb2
76469,Cmya5
76477,Pcolce2
76478,2410004L22Rik
76479,Smndc1
76482,3110002H16Rik
76483,2400010G15Rik
76485,Glt8d1
76486,Ly6k
76487,Ppp1r3g
76491,Abhd14b
76497,Ppp1r11
76498,Paqr4
76499,Clasp2
76500,Ihpk2
76501,Commd9
76508,2210015D19Rik
76509,1600029D21Rik
76510,1810044A24Rik
76522,Lsm8
76524,Cln6
76527,2010004A03Rik
76539,D19Ertd737e
76547,Tmem101
76551,Ccdc6
76559,2410024A21Rik
76560,Prss8
76561,Snx7
76563,Qrsl1
76566,1500005K14Rik
76568,1500035H01Rik
76571,Styxl1
76573,1700027D21Rik
76574,Mfsd2
76577,Ubxd8
76580,Mib2
76582,Ipo11
76589,Unc5cl
76594,Dnajc18
76602,1700040D17Rik
76606,1700034O15Rik
76608,Hectd3
76610,1700063K16Rik
76611,1700071A11Rik
76612,Lrrc27
76614,Immt
76615,Got1l1
76626,Msi2
76630,Stambpl1
76633,1700112E06Rik
76637,Zim2
76640,1700113H08Rik
76645,Pkd1l2
76646,1700123D08Rik
76650,Srxn1
76652,Arpm1
76653,1700121K02Rik
76654,Upp2
76663,1700123I01Rik
76665,1700123M08Rik
76668,Mdh1b
76669,1700128F08Rik
76670,Ttc18
76681,Trim12
76686,1500005P14Rik
76688,Arfrp1
76701,Ctrc
76703,Cpb1
76705,1700023I07Rik
76709,Arpc2
76718,1700067C01Rik
76719,1700081L11Rik
76722,Ckmt2
76737,Creld2
76740,C920006C10Rik
76742,Snx27
76743,D230044M03Rik
76747,2310032F03Rik
76748,Pb1
76757,Trdn
76763,Mospd2
76768,Alpi
76770,2010005H15Rik
76773,2410187C16Rik
76775,2410193C02Rik
76779,Cluap1
76781,Mettl4
76784,Mtif2
76785,2410124H12Rik
76787,2410127E16Rik
76788,2410127E18Rik
76789,2410129H14Rik
76792,2410131K14Rik
76793,Snip1
76795,Tbc1d9b
76797,2410137M14Rik
76799,2510006D16Rik
76800,Usp42
76803,2410141K09Rik
76804,Jmjd2c
76808,Rpl18a
76809,Bri3bp
76813,Armc6
76816,Sdccag8
76820,D12Ertd553e
76824,2410166I05Rik
76843,Dtl
76846,Rps9
76850,Eif2c4
76854,Gpr30
76856,Catsper3
76857,4921517N04Rik
76863,Dcun1d5
76866,Morn1
76867,Rhbdd1
76872,Ccdc116
76877,Rab36
76884,Cyfip2
76886,6430514L14Rik
76889,Adck4
76890,0610016J10Rik
76892,0610013E23Rik
76893,Lass2
76894,Mett5d1
76895,Bicd2
76897,0710005M24Rik
76898,B3gat1
76899,Golga1
76900,Ssbp4
76901,Phf15
76905,Lrg1
76915,Mnd1
76916,4930455C21Rik
76917,2810417J12Rik
76920,Arrdc5
76921,1700013D24Rik
76924,1700021A07Rik
76925,1700015E13Rik
76927,1700021C14Rik
76932,Arfip2
76933,Ifi27
76936,Hnrpm
76938,Rbm17
76940,1700023B23Rik
76942,Lypd5
76943,2310020A21Rik
76952,Nt5c2
76954,St5
76958,2210418O10Rik
76959,Chmp5
76960,Bcas1
76964,2610028H24Rik
76965,Slitrk1
76967,2700049A03Rik
76969,Chst1
76971,2810007J24Rik
76974,1190003J15Rik
76980,3110006E14Rik
76982,3110035E14Rik
76983,Scfd1
76987,Hdhd2
76999,1700127D06Rik
77006,2600009E05Rik
77015,Mpped2
77018,Col25a1
77031,Slc9a8
77032,2610029I01Rik
77034,2510039O18Rik
77035,Jmjd5
77036,1700109H08Rik
77037,Mrap
77038,Zfp289
77040,Atg16l1
77041,Arsk
77042,Hyal4
77043,4632433K11Rik
77044,Arid2
77045,Bcl7a
77048,4921537D05Rik
77053,Unc84a
77055,Krt76
77056,Tmco4
77057,4921524J06Rik
77058,4921530D09Rik
77065,Ints7
77080,9230110F15Rik
77087,Ankrd11
77090,Ocel1
77097,Tanc2
77110,Gpbp1l1
77113,Klhl2
77116,Mtmr2
77117,6720457D02Rik
77124,9130221H12Rik
77125,9230117N10Rik
77128,A930001N09Rik
77132,2810433D01Rik
77166,8030423J24Rik
77215,A030007E19Rik
77219,Zadh1
77220,C030003D03Rik
77226,9330169L03Rik
77252,9430038I01Rik
77254,Yif1b
77257,9430024E24Rik
77264,Zfp142
77268,9330180L21Rik
77286,Nkrf
77296,9430073N08Rik
77300,Raph1
77305,Wdr82
77310,C030010B13Rik
77318,Ankrd55
77371,Sec24a
77397,9530003J23Rik
77407,Rab35
77411,Rbm35b
77419,C030027K23Rik
77422,C330018D20Rik
77424,9530002K18Rik
77432,9530002B09Rik
77442,9530020I12Rik
77446,Heg1
77453,3010003L10Rik
77462,Tmem116
77480,C330002I19Rik
77485,Stk31
77505,8030491N06Rik
77511,9330185C12Rik
77519,5730601F06Rik
77521,C130038G02Rik
77522,D630002J15Rik
77531,Anks1b
77532,Jrkl
77533,C030034I22Rik
77547,8030498B09Rik
77552,Tmem58
77559,Agl
77569,3732412D22Rik
77573,Vps33a
77574,3321401G04Rik
77577,9830002I17Rik
77578,Bcl9
77579,Myh10
77580,5730596B20Rik
77581,5730591J02Rik
77582,Leng4
77583,5730593N15Rik
77590,4631426J05Rik
77591,Ddx10
77592,4931406H21Rik
77593,Usp45
77594,4930552P12Rik
77595,Nup210l
77596,Gpr110
77597,5830406C17Rik
77604,C430048L16Rik
77605,H2afv
77609,C330001K17Rik
77613,Prss36
77619,C330008K14Rik
77622,Apex2
77626,Smpd4
77627,4931407K02Rik
77629,4930544G21Rik
77632,Pramef12
77634,Snapc3
77644,C330007P06Rik
77647,Trat1
77652,Zfp422-rs1
77669,9130221D24Rik
77673,Defb41
77674,Defb12
77677,9130218E19Rik
77683,Ehmt1
77684,9230107M04Rik
77694,9030217H17Rik
77697,Mmab
77701,Lcn12
77704,Lcn9
77705,9230104L09Rik
77717,6030408B16Rik
77721,Mrps5
77727,6030468B19Rik
77733,Rnf170
77744,6720463M24Rik
77754,A330102H22Rik
77763,A030009A09Rik
77764,A230109K23Rik
77766,Elp4
77767,A330104H05Rik
77771,A330102K23Rik
77772,Dcst1
77777,Ulbp1
77781,Epm2aip1
77782,Polq
77790,A930006J02Rik
77794,Adamtsl2
77796,A930009E05Rik
77803,A930021C24Rik
77805,Esco1
77809,Lrrc42
77827,Krba1
77832,Tchp
77836,Mlana
77841,B230104C08Rik
77853,Msl2l1
77862,Thyn1
77864,Ypel2
77866,E130102H24Rik
77867,D730045B01Rik
77868,Six3os1
77875,6030422M01Rik
77877,6030458C11Rik
77883,6030498E09Rik
77889,Lbh
77905,Fate1
77908,9230113P08Rik
77909,9230119C12Rik
77921,A030005K14Rik
77929,Yipf6
77938,A930008G19Rik
77945,Rpgrip1
77951,Cyp20a1
77963,Hook1
77974,Rdh12
77975,Tmem50b
77976,Nuak1
77980,Sbf1
77994,2810055G20Rik
77996,D730039F16Rik
77998,Grifin
78004,Prr15
78016,4930511H11Rik
78028,4930545L08Rik
78034,4930528H21Rik
78038,Mccc2
78052,4930572D21Rik
78057,4930583I09Rik
78070,Cpt1c
78076,Lcn8
78081,Crisp4
78088,Ankrd56
78100,8430410K20Rik
78103,8430431K14Rik
78111,4930451E10Rik
78118,4930451I11Rik
78124,4930458L03Rik
78128,Spag11
78134,Gpr23
78160,4930442G15Rik
78174,4930503B16Rik
78177,4930519N13Rik
78185,4930524L23Rik
78194,4930546K05Rik
78217,4930571C24Rik
78232,Trappc6b
78239,Spint4
78240,Cst11
78242,9230117E20Rik
78243,9230112D13Rik
78244,4930461P20Rik
78245,9230116B18Rik
78246,Phf23
78248,Armcx1
78249,Gpr115
78250,Iqch
78251,Zfp712
78252,4432416J03Rik
78255,Ralgps2
78257,Lrrc9
78258,4921528O07Rik
78266,Zfp687
78267,Klhdc8b
78283,2900002G04Rik
78284,Creb3l4
78285,5330426L24Rik
78286,5330421F07Rik
78287,Zfyve20
78303,Hist3h2ba
78306,Tsga10ip
78308,Gpr108
78309,Parc
78317,Ccdc88
78321,Ankrd23
78323,2310046O06Rik
78330,1500032D16Rik
78334,Cdc2l6
78339,Ttyh3
78354,2210407C18Rik
78369,Icam4
78372,3300001G02Rik
78373,Nudt17
78388,Mvp
78390,Pla2g4d
78394,Ddx52
78403,2900041M22Rik
78405,Ntf5
78408,2900046G09Rik
78412,3110062M04Rik
78416,Rnase6
78428,Wibg
78444,C330024D12Rik
78449,2700046A07Rik
78455,Helz
78457,1700054A03Rik
78459,1700057G04Rik
78460,1700057H15Rik
78469,1700090G07Rik
78473,Skap1
78483,2410011O22Rik
78506,2900075B16Rik
78511,3110099E03Rik
78512,3300005D01Rik
78514,Arhgap10
78516,9530080M15Rik
78523,Mrpl9
78533,C030002O17Rik
78541,Asb8
78550,E130119H09Rik
78558,Htra3
78560,Gpr124
78581,D530033C11Rik
78593,Nrip3
78600,Pde6h
78609,8030411F24Rik
78610,Uvrag
78611,9530048O09Rik
78617,Cstad
78618,Centb2
78619,Zfp449
78625,1700061G19Rik
78634,1700094C09Rik
78650,2410088K16Rik
78651,Lsm6
78653,Bola3
78655,Eif3s1
78656,Brd8
78658,B130055D15Rik
78659,2900016G23Rik
78670,Plekhj1
78687,0610025J13Rik
78688,Nol3
78689,Mak10
78697,Pus7
78703,C330013J21Rik
78709,C630041L24Rik
78725,D730001G18Rik
78733,Troap
78748,4632411J06Rik
78749,4631422O05Rik
78751,Zc3h6
78752,Galnact2
78753,Lipl3
78754,Galntl2
78755,4632404H22Rik
78757,4921505C17Rik
78767,2610021K21Rik
78771,Mctp1
78772,4930507C10Rik
78774,4930529M08Rik
78777,2410002I01Rik
78779,2610039E05Rik
78781,Zc3hav1
78783,Brpf1
78784,Tnrc4
78785,Rsnl2
78787,Usp54
78789,Vsig1
78790,4930414F18Rik
78795,Armc9
78796,Zcchc4
78797,Ndor1
78798,Eml4
78802,4930506L13Rik
78803,Fbxo43
78806,4930555I21Rik
78808,Stxbp5
78809,4930562C15Rik
78816,Gmip
78825,5830417C01Rik
78826,P2ry10
78829,Tsc22d4
78830,Slc25a12
78832,2700078E11Rik
78833,Gins3
78834,Zfp623
78885,Coro7
78887,Sfi1
78889,Wsb1
78890,2310079F23Rik
78891,Scyl1
78892,Crispld2
78893,Cnot10
78894,Aacs
78895,Pus7l
78896,1500015O10Rik
78902,4833447P13Rik
78903,Wrnip1
78906,9130017N09Rik
78908,Igsf3
78910,Asb15
78911,Trim42
78912,Sp2
78913,Zfp294
78914,Nadsyn1
78919,Fndc8
78920,Dlst
78921,9130019O22Rik
78923,4833446K15Rik
78924,4930420G21Rik
78925,Srd5a1
78926,Gas2l1
78928,Pigt
78929,Polr3h
78931,4930546C10Rik
78933,4931433A01Rik
78935,Saal1
78937,5830411G16Rik
78938,Fbxo34
78943,Ern1
78977,Popdc3
79043,Spsb3
79044,Mrps34
79059,Nme3
79196,Osbpl5
79202,Tnfrsf22
79221,Hdac9
79233,Zfp319
79235,Lrat
79263,Trim39
79264,Krit1
79362,Bhlhb3
79401,Spz1
79455,Pdcl2
79456,Recql4
79464,Lias
79554,BC002216
79555,BC005537
79560,Ublcp1
79565,Wbscr27
79566,Sh3bp5l
80280,Cdk5rap3
80281,Cttnbp2nl
80283,Abtb1
80284,BC003266
80285,Parp9
80286,Tusc3
80287,Apobec3
80288,Bcl9l
80289,Lysmd3
80290,Gpr146
80291,BC003324
80292,Zxdc
80294,Pofut2
80295,BC003498
80296,BC002118
80334,Kcnip4
80384,Tex21
80385,Tusc2
80509,Med8
80515,A030009H04Rik
80517,Herpud2
80707,Wwox
80708,Pacsin3
80718,Rab27b
80719,Igsf6
80720,Pbx4
80721,Slc19a3
80732,Mynn
80733,Car15
80743,Vps16
80744,BC003993
80748,BC004004
80749,Lrfn1
80750,BC004022
80751,Rnf34
80752,BC004044
80782,Klrb1d
80794,Cblc
80795,Selk
80796,Calm4
80797,Clca2
80837,Rhoj
80838,Hist1h1a
80857,Fgf20
80859,Nfkbiz
80860,Ghdc
80861,D11Lgp2e
80877,Lrba
80879,Slc16a3
80880,Ankrd47
80883,Ntng1
80884,Maged2
80885,Gpr109a
80886,Senp3
80888,Hspb8
80889,Mesdc1
80890,Trim2
80891,Msr2
80892,Zfhx4
80893,Tmprss5
80898,Arts1
80901,Cxcr6
80902,Zfp202
80903,Fgf16
80904,Dtx3
80905,Polh
80907,Lactb
80908,Abo
80909,Gats
80910,Gpr84
80911,Acox3
80912,Pum1
80913,Pum2
80914,Uck2
80915,Dusp12
80976,Syt13
80978,Mrgprh
80979,Slc26a5
80981,Arl4d
80982,9930013L23Rik
80985,Trim44
80986,Ckap2
80987,Nckipsd
81000,Rad54l2
81003,Trim23
81004,Tbl1xr1
81006,Gpr63
81012,V1rd7
81013,V1rd6
81018,Zfp313
81489,Dnajb1
81500,Sil1
81535,Sgpp1
81600,Chia
81601,Htatip
81630,Zbtb22
81701,Egfl8
81702,Ankrd17
81703,Jundm2
81799,C1qtnf3
81840,Sorcs2
81845,Bat4
81877,Tnxb
81879,Tcfcp2l1
81896,Ift122
81897,Tlr9
81898,Sf3b1
81904,Cacng7
81905,Cacng8
81907,Tmem108
81909,Zfpl1
81910,Rrbp1
83379,Klb
83382,Siglece
83383,Tcfap4
83395,Sp6
83396,Glis2
83397,Akap12
83398,Ndst3
83409,Mapbpip
83410,Cstf2t
83428,Ucn3
83429,Ctns
83430,Il23a
83431,Ndel1
83433,Trem2
83434,Rshl1
83435,Plekha3
83436,Plekha2
83453,Chrdl1
83454,Nxf2
83456,Mov10l1
83485,Ngrn
83486,Rbm5
83490,Pik3ap1
83491,Pramel1
83493,Sacm1l
83553,Tktl1
83554,Fstl3
83555,Tex13
83556,Tex16
83557,Lin28
83558,Tex11
83559,Tex18
83560,Tex14
83561,Tdrd1
83563,Usp26
83564,Nalp4c
83565,Pramel3
83602,Gtf2a1
83603,Elovl4
83669,Wdr6
83671,Sytl2
83672,Sytl3
83674,Cnnm1
83675,Bicc1
83676,Usmg1
83679,Pde4dip
83691,Crispld1
83701,Ars2
83702,Akr1c6
83703,Dbr1
83704,Slc12a9
83762,Otof
83766,Actl6b
83767,Wasf1
83768,Dpp7
83770,Tas1r2
83771,Tas1r3
83796,Smarcd2
83797,Smarcd1
83813,Tnk1
83814,Nedd4l
83815,Cenpq
83885,Slc25a2
83921,Tmem2
83922,Tsga14
83924,Gpr137b
83925,Trps1
83945,Dnaja3
83946,Phip
83961,Nrg4
83962,Btbd1
83964,Jam3
83965,Enpp5
83993,Tbx19
83995,Mmp1a
83997,Slmap
84004,Mcam
84035,Kremen1
84036,Kcnn1
84092,Usp8
84095,Pi4k2a
84111,Gpr87
84112,Sucnr1
84113,Ptov1
84505,Setdb1
84543,Sval2
84544,Cd96
84652,Drctnnb1a
84653,Hes7
84682,Cox4i2
84704,Snurf
85029,Rpph1
85030,Tnfrsf25
85031,Pla1a
85305,Kars
85308,1500005A01Rik
89867,Lztr2
93670,Tac4
93671,Cd163
93672,Il24
93673,Cml2
93674,Cml3
93677,Lmod2
93679,Trim8
93681,Zfp192
93683,Glce
93684,Sep15
93685,Entpd7
93686,Rbm9
93687,Csnk1a1
93688,Klhl1
93689,Lmod1
93690,Gpr45
93691,Klf7
93692,Glrx
93695,Gpnmb
93696,Chrac1
93697,Narg2
93699,Pcdhgb1
93700,Pcdhgb2
93701,Pcdhgb4
93702,Pcdhgb5
93703,Pcdhgb6
93704,Pcdhgb7
93705,Pcdhgb8
93706,Pcdhgc3
93707,Pcdhgc4
93708,Pcdhgc5
93709,Pcdhga1
93710,Pcdhga2
93711,Pcdhga3
93712,Pcdhga4
93713,Pcdhga5
93714,Pcdhga6
93715,Pcdhga7
93716,Pcdhga8
93717,Pcdhga9
93719,Ear6
93721,Cpn1
93722,Pcdhga10
93723,Pcdhga11
93724,Pcdhga12
93726,Ear11
93728,Pabpc5
93730,Lztfl1
93732,Acox2
93734,Mpv17l
93735,Wnt16
93736,Aff4
93737,Pard6g
93739,Gabarapl2
93742,Pard3
93746,Gprc5d
93747,Echs1
93757,Immp2l
93759,Sirt1
93760,Arid1a
93761,Smarca1
93762,Smarca5
93765,Ube2n
93790,Nipa2
93834,Peli2
93835,Amn
93836,Rnf111
93837,Dach2
93838,Dqx1
93840,Vangl2
93841,Uchl4
93842,Igsf9
93843,Pnck
93871,Brwd1
93872,Pcdhb1
93873,Pcdhb2
93874,Pcdhb3
93875,Pcdhb4
93876,Pcdhb5
93877,Pcdhb6
93878,Pcdhb7
93879,Pcdhb8
93880,Pcdhb9
93881,Pcdhb10
93883,Pcdhb12
93884,Pcdhb13
93885,Pcdhb14
93887,Pcdhb16
93888,Pcdhb17
93889,Pcdhb18
93890,Pcdhb19
93891,Pcdhb20
93892,Pcdhb21
93893,Pcdhb22
93896,Glp2r
93897,Fzd10
93898,Lass1
93960,Nkd1
93961,B3galt5
93966,Hemgn
94040,Clmn
94041,Allc
94043,Tm2d1
94044,Bcl2l13
94045,P2rx5
94047,Cecr6
94061,Mrpl1
94062,Mrpl3
94063,Mrpl16
94064,Mrpl27
94065,Mrpl34
94066,Mrpl36
94067,Mrpl43
94071,Clec2h
94088,Trim6
94089,Trim7
94090,Trim9
94091,Trim11
94092,Trim16
94093,Trim33
94094,Trim34
94109,Csmd1
94111,Mepe
94112,Pcqap
94116,Kifc5a
94175,Hrg
94176,Dock2
94178,Mcoln1
94179,Krt23
94180,Acsbg1
94181,Nans
94184,2210010A19Rik
94185,Tnfrsf21
94186,Strn3
94187,Zfp423
94190,Ophn1
94191,Adarb2
94192,C1galt1
94212,Pag1
94213,Ddx50
94214,Spock2
94215,Ugt2a1
94216,Col4a6
94217,Lrp1b
94218,Cnnm3
94219,Cnnm2
94220,Cnnm4
94221,Gopc
94222,Olig3
94223,Dgcr8
94224,Srd5a2
94226,Edg8
94227,Pi15
94229,Slc4a10
94230,Cpsf1
94232,Ubqln4
94242,Tinagl
94244,Fkbp6
94245,Dtnbp1
94246,Arid4b
94249,Slc24a3
94253,Hecw1
94254,Wbscr16
94275,Maged1
94279,Sfxn2
94280,Sfxn3
94281,Sfxn4
94282,Sfxn5
94284,Ugt1a6a
94315,Prcc
94332,Igsf4b
94346,Tmem40
94352,Loxl2
94353,Hmgn3
96875,Prg4
96935,Susd4
96957,Tmem62
96979,Ptges2
97031,C430004E15Rik
97064,Wwtr1
97086,C80638
97112,Nmd3
97114,Hist2h3c2
97130,C77080
97159,A430005L14Rik
97212,Hadha
97268,C230066G23Rik
97287,1110061O04Rik
97387,Strn4
97423,R74862
97440,C76566
97476,C86695
97484,Cog8
97487,Cmtm4
97541,Qars
97761,Rutbc1
97775,D930048N14Rik
97820,4833439L19Rik
97827,Exdl2
97848,Serpinb6c
97863,C78339
97884,B3galnt2
97961,Nol12
97998,Depdc6
98053,Gtf2f1
98136,C76746
98170,Tmem132a
98193,Wdr42a
98221,Ga17
98238,Lrrc59
98256,Kmo
98258,Txndc9
98267,Stk17b
